,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,64,2,2,3,0,0,4,3,20,5
car,3,58,2,1,0,0,2,3,10,10
bird,5,3,33,18,10,5,16,7,3,0
cat,2,2,8,50,5,9,17,5,3,2
deer,6,0,9,12,32,4,15,8,3,1
dog,3,1,3,32,4,19,9,14,1,0
frog,0,2,5,8,3,0,89,2,1,2
horse,5,0,0,8,2,4,3,74,3,3
ship,15,4,0,1,1,2,1,2,73,7
truck,6,11,0,3,0,1,3,3,8,74
