,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,61,5,6,0,2,5,1,2,12,9
car,0,68,0,0,0,1,1,0,2,17
bird,10,5,43,5,12,7,7,7,4,0
cat,4,3,5,49,7,12,11,8,1,3
deer,5,2,8,4,41,5,8,14,2,1
dog,1,0,7,19,4,36,7,12,0,0
frog,0,0,6,7,3,2,88,2,0,4
horse,0,0,0,5,1,7,3,83,2,1
ship,8,7,0,0,1,0,0,2,81,7
truck,1,10,0,0,0,0,4,1,7,86
