,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,53,5,4,0,4,2,2,4,22,7
car,2,75,2,0,1,0,0,1,3,5
bird,10,1,38,9,18,9,2,7,6,0
cat,5,2,4,41,15,16,6,7,1,6
deer,3,0,3,3,67,6,1,5,0,2
dog,0,0,5,23,5,38,1,12,1,1
frog,1,1,4,8,9,5,82,1,0,1
horse,2,0,2,7,9,6,0,74,1,1
ship,4,4,1,1,0,0,0,0,91,5
truck,2,8,2,0,3,1,1,1,7,84
