,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,60,2,5,2,6,2,3,2,15,6
car,5,64,2,1,0,1,1,1,0,14
bird,6,1,50,5,11,19,3,2,1,2
cat,1,0,8,42,5,30,8,7,1,1
deer,3,1,12,3,46,9,4,12,0,0
dog,0,0,6,19,5,50,2,3,0,1
frog,0,0,6,4,5,3,90,2,0,2
horse,0,1,3,3,11,12,2,68,0,2
ship,14,2,1,5,1,0,0,0,78,5
truck,4,7,4,0,0,3,3,3,5,80
