,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,53,2,4,3,6,0,4,3,17,11
car,1,74,0,0,1,1,1,0,1,10
bird,4,1,43,14,19,5,7,4,2,1
cat,2,1,3,41,17,18,12,6,1,2
deer,2,1,5,4,56,6,7,8,0,1
dog,0,1,3,11,4,52,4,11,0,0
frog,0,3,4,5,6,6,88,0,0,0
horse,0,0,1,4,12,7,2,74,0,2
ship,8,6,0,1,0,1,1,0,83,6
truck,1,8,2,0,4,0,1,2,6,85
