,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,60,3,4,2,4,3,3,1,16,7
car,4,67,0,0,1,1,0,0,5,11
bird,12,1,51,5,12,9,4,2,4,0
cat,3,2,10,34,11,25,6,5,4,3
deer,4,1,13,7,49,3,4,4,4,1
dog,0,0,7,15,6,50,1,5,1,1
frog,2,2,7,8,7,5,78,0,1,2
horse,1,1,2,5,7,11,0,68,2,5
ship,8,4,1,4,1,1,0,0,84,3
truck,4,9,0,4,1,1,0,1,12,77
