,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,61,3,5,7,2,2,2,1,16,4
car,3,71,1,0,1,1,2,0,3,7
bird,9,1,47,15,8,6,5,4,4,1
cat,4,0,5,54,7,16,10,2,2,3
deer,6,0,6,11,49,3,7,8,0,0
dog,1,0,3,29,5,35,4,9,0,0
frog,1,2,2,15,9,3,79,0,0,1
horse,2,0,4,11,5,4,0,74,0,2
ship,14,5,1,2,0,1,1,0,81,1
truck,6,8,2,2,0,0,2,3,3,83
