,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,66,3,3,4,1,1,0,3,18,4
car,5,62,0,1,2,2,3,0,4,10
bird,15,0,38,13,12,9,7,3,1,2
cat,3,0,3,55,9,17,5,5,5,1
deer,7,0,6,13,43,7,4,8,1,1
dog,0,0,6,25,7,42,2,4,0,0
frog,1,0,5,8,9,9,77,0,1,2
horse,3,1,1,12,8,4,0,72,0,1
ship,19,2,0,5,0,1,2,1,72,4
truck,8,8,2,3,2,2,2,3,10,69
