,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,60,5,0,1,2,5,5,1,15,9
car,3,72,0,0,0,0,0,0,3,11
bird,13,2,46,8,7,8,5,4,4,3
cat,6,1,6,40,9,13,5,13,2,8
deer,6,1,16,4,39,3,3,12,2,4
dog,3,0,10,17,5,35,3,11,0,2
frog,1,1,8,14,6,3,74,3,0,2
horse,3,0,3,9,4,3,0,73,0,7
ship,26,5,0,5,0,0,1,0,62,7
truck,5,18,0,0,1,0,2,1,3,79
