,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,75,2,1,3,2,1,3,3,11,2
car,6,59,1,0,1,0,0,0,5,17
bird,13,0,38,8,12,16,6,5,1,1
cat,3,0,14,39,8,17,8,10,2,2
deer,6,0,7,5,48,5,6,12,0,1
dog,1,0,1,13,8,53,3,5,0,2
frog,1,1,1,5,9,7,84,1,1,2
horse,2,1,1,5,5,6,1,78,1,2
ship,17,2,1,1,0,1,0,1,78,5
truck,6,7,3,1,0,1,2,6,4,79
