,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,76,1,3,4,3,2,2,0,9,3
car,7,63,3,0,0,1,1,1,5,8
bird,11,0,52,9,6,7,10,2,3,0
cat,4,0,19,40,5,8,17,4,2,4
deer,6,0,15,6,37,5,15,6,0,0
dog,0,0,8,27,4,38,2,6,0,1
frog,2,0,4,7,2,3,92,0,1,1
horse,4,0,3,8,6,9,3,67,0,2
ship,19,4,1,3,0,0,0,0,79,0
truck,8,10,2,2,0,0,4,2,6,75
