,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,62,4,3,5,6,3,2,1,11,6
car,2,67,1,2,1,1,2,0,2,11
bird,5,0,52,9,16,7,8,2,1,0
cat,3,0,10,42,14,12,10,6,3,3
deer,3,1,11,8,49,4,7,6,1,0
dog,0,1,7,25,8,35,2,7,0,1
frog,4,1,7,11,5,4,75,2,0,3
horse,1,0,3,6,11,6,1,73,1,0
ship,11,2,2,2,0,1,0,0,85,3
truck,8,14,0,3,0,1,0,2,9,72
