,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,72,2,8,3,0,3,2,2,8,3
car,6,61,1,0,2,1,3,2,5,8
bird,12,0,55,4,5,14,6,1,3,0
cat,4,2,16,34,9,22,11,5,0,0
deer,8,0,10,5,46,9,3,4,4,1
dog,1,0,9,14,3,44,8,7,0,0
frog,2,0,2,5,7,4,86,4,2,0
horse,2,3,7,6,5,9,2,66,1,1
ship,26,6,0,2,0,2,1,0,63,6
truck,10,11,1,1,0,1,4,2,9,70
