,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,60,1,7,5,3,1,3,4,14,5
car,6,67,1,0,0,1,0,0,2,12
bird,4,2,59,9,8,6,4,6,1,1
cat,2,1,13,42,9,18,6,5,4,3
deer,2,1,12,4,44,5,7,15,0,0
dog,0,0,6,17,1,42,3,14,1,2
frog,0,1,10,7,8,3,75,3,3,2
horse,1,0,3,4,6,5,1,79,0,3
ship,7,6,1,3,0,1,0,0,86,2
truck,2,7,3,4,0,0,1,2,5,85
