,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,65,8,2,2,1,0,5,1,16,3
car,3,77,0,0,0,0,1,1,2,5
bird,9,1,49,9,11,7,11,0,1,2
cat,3,2,17,37,7,9,22,3,2,1
deer,9,0,13,7,38,3,14,6,0,0
dog,0,1,8,21,3,40,5,6,0,2
frog,1,6,3,2,2,3,94,0,1,0
horse,2,2,3,5,9,3,9,65,1,3
ship,9,7,0,4,2,1,0,0,81,2
truck,5,18,0,1,0,2,4,3,5,71
