,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,58,8,5,0,1,1,4,5,17,4
car,0,75,0,0,0,0,0,3,7,4
bird,8,4,48,7,12,3,9,5,4,0
cat,2,4,11,27,10,26,13,5,3,2
deer,6,2,8,1,45,4,12,9,1,2
dog,1,2,3,9,7,46,2,15,0,1
frog,2,5,2,5,6,6,84,0,2,0
horse,0,3,1,4,8,4,0,79,3,0
ship,5,7,0,0,2,0,0,2,90,0
truck,0,23,1,1,0,1,0,4,15,64
