,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,65,3,4,2,2,1,4,1,15,6
car,1,61,1,1,0,1,1,0,3,20
bird,12,0,42,4,12,6,8,6,8,2
cat,2,0,11,38,9,7,16,11,5,4
deer,6,0,7,5,51,1,7,6,5,2
dog,2,1,13,20,11,24,4,9,1,1
frog,1,0,2,3,10,3,91,0,1,1
horse,2,0,3,7,14,0,4,69,1,2
ship,15,1,0,1,1,0,2,0,82,4
truck,2,9,2,1,0,0,5,3,9,78
