,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,66,2,3,3,3,0,1,2,21,2
car,4,66,1,0,1,2,2,0,5,8
bird,10,1,50,7,7,7,7,4,7,0
cat,4,1,7,39,14,18,10,5,2,3
deer,5,0,9,6,46,4,7,10,2,1
dog,2,0,7,17,6,37,2,14,1,0
frog,1,1,12,4,3,3,87,1,0,0
horse,6,4,2,6,8,10,1,64,0,1
ship,7,2,0,2,0,0,0,1,92,2
truck,4,11,1,5,2,2,3,3,14,64
