,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,69,1,1,4,0,0,3,3,16,6
car,1,70,0,0,1,1,4,0,3,9
bird,11,1,44,5,10,13,9,3,1,3
cat,3,2,6,53,2,11,13,6,0,7
deer,6,0,10,13,33,4,11,11,0,2
dog,0,0,5,22,3,42,7,6,0,1
frog,0,3,2,4,2,6,92,1,0,2
horse,3,2,4,8,4,3,4,73,0,1
ship,12,7,0,2,0,1,2,0,75,7
truck,2,8,0,2,0,0,2,0,6,89
