,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,55,5,8,4,2,2,2,2,16,7
car,1,71,2,0,0,0,0,1,2,12
bird,7,3,61,5,8,4,5,7,0,0
cat,2,1,20,46,6,15,6,2,2,3
deer,3,1,11,5,50,3,3,10,3,1
dog,1,1,16,16,5,30,1,12,0,4
frog,0,0,7,6,7,7,82,2,1,0
horse,1,3,2,7,6,6,0,76,1,0
ship,11,5,6,3,3,1,0,1,71,5
truck,2,11,5,1,1,1,2,3,6,77
