,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,62,2,1,0,9,1,5,4,18,1
car,3,66,0,2,1,0,1,3,5,8
bird,13,0,32,2,14,13,10,11,3,2
cat,2,0,5,35,15,22,9,10,1,4
deer,3,0,5,2,57,5,6,11,0,1
dog,0,0,3,15,6,49,2,10,1,0
frog,0,1,1,6,7,2,90,1,1,3
horse,1,1,2,5,6,3,0,82,0,2
ship,8,4,0,1,4,1,0,0,86,2
truck,3,12,1,2,1,0,4,5,5,76
