,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,76,2,2,2,3,0,1,2,11,4
car,3,74,0,0,0,0,0,2,5,5
bird,12,1,45,14,7,7,7,4,3,0
cat,8,1,15,42,6,11,7,6,5,2
deer,8,0,11,7,40,5,8,10,1,0
dog,1,1,5,27,5,32,3,10,0,2
frog,3,1,4,9,5,1,85,1,2,1
horse,5,1,1,4,7,4,1,77,0,2
ship,21,2,2,0,0,1,0,0,78,2
truck,8,13,1,2,0,0,0,1,6,78
