,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,50,3,6,10,3,3,3,0,16,9
car,3,59,1,2,0,2,1,0,7,14
bird,6,1,51,7,6,13,9,3,3,1
cat,2,0,10,52,5,18,6,3,3,4
deer,3,1,10,13,35,9,9,5,2,3
dog,1,1,11,19,4,41,3,3,0,3
frog,0,3,11,11,1,7,77,1,1,0
horse,2,0,7,12,6,16,1,54,1,3
ship,17,2,2,6,0,0,3,0,67,9
truck,3,10,1,7,0,0,5,1,11,71
