,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,71,2,5,4,1,1,3,5,6,5
car,2,68,1,0,1,0,0,0,3,14
bird,7,2,44,6,16,8,11,2,3,1
cat,4,3,6,41,8,26,7,6,0,2
deer,3,0,7,4,52,8,6,10,0,0
dog,1,0,4,15,6,52,1,7,0,0
frog,0,1,2,7,8,11,82,0,0,1
horse,3,1,1,6,9,8,3,69,1,1
ship,10,8,2,3,1,2,2,0,73,5
truck,4,7,2,1,0,0,1,1,5,88
