,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,47,8,3,3,4,2,5,3,14,14
car,4,60,0,1,2,0,1,1,3,17
bird,7,0,36,16,16,7,5,8,3,2
cat,0,1,4,41,10,18,12,10,1,6
deer,3,0,13,4,42,8,6,11,2,1
dog,0,1,6,19,4,44,3,8,1,0
frog,0,0,5,5,8,4,83,3,3,1
horse,1,0,2,6,7,5,1,78,1,1
ship,6,6,1,6,1,0,0,3,79,4
truck,0,10,0,3,2,1,3,1,9,80
