,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,67,2,6,3,1,0,2,3,14,5
car,6,69,2,1,0,1,2,1,3,4
bird,8,2,43,10,9,11,8,4,4,1
cat,3,3,6,40,6,22,9,6,4,4
deer,5,1,11,3,44,8,9,6,2,1
dog,2,0,6,22,4,38,5,9,0,0
frog,1,3,3,4,4,4,92,0,1,0
horse,4,1,1,9,5,5,1,73,1,2
ship,6,6,0,5,1,0,0,2,83,3
truck,5,31,1,2,1,1,4,4,4,56
