,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,49,2,9,4,6,1,4,4,15,9
car,3,64,1,0,1,0,1,3,4,12
bird,7,0,39,10,19,4,10,6,4,1
cat,3,1,6,42,17,11,10,9,1,3
deer,5,1,5,4,50,3,4,14,4,0
dog,1,0,4,27,10,20,3,20,0,1
frog,0,2,2,10,12,5,78,1,0,2
horse,0,0,4,5,7,4,1,80,0,1
ship,11,5,4,6,1,1,0,0,66,12
truck,2,12,0,2,0,0,2,11,7,73
