,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,63,4,0,3,3,3,3,2,18,4
car,3,73,0,0,0,1,0,0,6,6
bird,12,5,36,11,6,17,5,5,1,2
cat,4,1,6,48,8,19,5,4,2,6
deer,4,0,4,8,49,12,5,6,1,1
dog,0,1,3,28,5,41,4,4,0,0
frog,1,0,6,17,4,6,73,2,1,2
horse,1,1,3,5,8,7,0,74,1,2
ship,8,4,0,2,2,1,2,0,82,5
truck,4,18,1,1,0,1,1,4,10,69
