,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,48,9,2,2,8,1,7,2,16,8
car,2,65,0,0,2,0,2,0,6,12
bird,4,1,41,8,8,8,11,8,6,5
cat,1,3,14,37,10,16,12,3,4,3
deer,2,1,6,5,44,10,7,11,3,1
dog,0,2,10,13,6,34,6,12,0,3
frog,0,6,2,8,8,6,76,3,0,3
horse,2,1,4,6,5,2,2,75,1,4
ship,5,10,0,1,3,0,2,1,78,6
truck,5,14,1,5,2,0,1,3,6,72
