,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,69,3,3,4,3,1,2,1,14,3
car,0,74,1,0,0,0,0,0,7,7
bird,13,1,43,19,8,1,7,5,3,0
cat,5,2,5,56,6,4,9,3,2,11
deer,10,1,6,8,46,2,5,8,2,2
dog,1,0,7,39,3,23,2,10,0,1
frog,1,0,6,11,6,3,81,3,0,1
horse,5,0,1,10,4,1,1,78,1,1
ship,11,6,1,2,1,1,0,0,81,3
truck,7,15,1,1,1,0,1,3,9,71
