,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,74,3,4,3,0,0,4,4,10,1
car,2,81,0,0,0,0,0,1,2,3
bird,10,4,58,6,7,5,5,3,1,1
cat,3,3,15,44,5,15,6,9,2,1
deer,5,2,17,6,42,4,2,11,1,0
dog,0,0,9,19,2,47,2,7,0,0
frog,0,3,10,6,1,5,84,2,1,0
horse,1,2,5,5,6,8,0,74,0,1
ship,10,10,4,2,0,0,2,0,74,4
truck,4,15,1,2,1,0,5,1,5,75
