,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,72,4,1,4,0,3,2,1,9,7
car,2,70,1,0,0,0,2,3,3,8
bird,10,0,41,10,7,13,12,2,1,4
cat,2,3,4,33,5,27,13,9,2,5
deer,6,1,6,3,37,8,11,17,0,1
dog,1,1,3,13,3,50,2,12,0,1
frog,0,2,7,1,1,6,88,2,1,4
horse,2,2,2,4,3,7,1,78,0,3
ship,15,6,0,1,1,2,2,0,72,7
truck,3,11,2,0,1,1,0,8,9,74
