,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,63,2,13,2,3,1,1,2,13,3
car,5,73,0,1,0,0,3,0,4,3
bird,3,1,62,9,9,7,5,2,2,0
cat,2,1,8,49,13,10,5,10,2,3
deer,2,0,12,9,53,3,5,6,0,0
dog,1,0,14,18,7,35,2,7,1,1
frog,0,1,12,9,4,3,80,2,0,1
horse,0,0,1,8,6,6,0,79,1,1
ship,11,5,1,2,0,1,1,0,84,1
truck,7,17,1,2,3,1,2,2,5,69
