,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,52,4,12,1,3,1,7,3,16,4
car,5,61,1,0,0,0,1,3,2,16
bird,4,1,58,7,6,6,11,4,1,2
cat,3,2,16,42,6,11,15,3,2,3
deer,4,1,16,7,38,3,10,9,1,1
dog,0,1,8,30,4,23,8,11,1,0
frog,0,1,6,6,4,2,86,2,1,4
horse,3,1,3,10,10,1,4,68,0,2
ship,15,5,2,2,0,0,0,3,74,5
truck,7,12,2,2,0,0,3,6,6,71
