,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,42,4,3,6,5,2,2,4,26,9
car,2,51,0,2,0,3,2,1,9,19
bird,9,1,34,14,9,17,6,3,7,0
cat,7,1,8,19,16,31,8,8,2,3
deer,3,0,11,8,42,8,4,10,3,1
dog,1,0,7,7,2,54,1,12,2,0
frog,2,2,6,5,10,14,71,1,0,1
horse,2,1,2,3,11,14,1,67,1,0
ship,16,1,1,3,0,0,1,1,77,6
truck,4,8,1,6,0,0,2,4,14,70
