,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,46,4,8,5,7,0,3,1,21,8
car,3,65,2,0,1,0,0,1,5,12
bird,2,2,55,7,16,7,3,5,2,1
cat,0,0,10,55,15,10,5,5,0,3
deer,2,1,11,9,48,5,2,9,3,0
dog,0,0,8,28,8,31,2,9,0,0
frog,0,0,9,11,19,4,64,0,1,4
horse,1,2,3,8,13,6,1,66,0,2
ship,1,4,1,2,3,0,1,0,92,2
truck,0,14,3,1,0,3,0,2,9,77
