,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,64,1,4,4,4,1,3,3,14,5
car,6,60,1,1,1,0,1,1,3,15
bird,11,3,32,17,13,9,7,5,2,1
cat,2,0,0,47,4,23,16,6,2,3
deer,7,0,7,10,39,7,4,14,2,0
dog,0,0,1,23,4,43,3,12,0,0
frog,1,1,5,10,8,7,77,1,1,1
horse,2,1,2,7,4,10,1,70,2,3
ship,19,3,1,4,0,0,1,2,73,3
truck,10,8,2,3,1,1,5,4,8,67
