,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,59,3,4,0,7,1,6,6,14,3
car,4,70,0,1,0,1,2,1,3,7
bird,10,1,41,12,15,5,7,8,1,0
cat,1,0,6,47,6,20,12,6,1,4
deer,2,0,10,7,44,8,4,14,0,1
dog,2,2,1,20,4,38,3,14,0,2
frog,0,2,4,4,8,1,89,3,1,0
horse,1,1,1,6,5,6,2,80,0,0
ship,12,3,1,3,4,1,1,2,78,1
truck,4,18,1,3,0,0,6,4,6,67
