,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,52,4,5,3,5,4,0,2,22,6
car,3,63,0,3,1,0,0,1,7,11
bird,5,1,38,6,21,17,6,4,2,0
cat,1,4,5,43,9,26,6,4,1,4
deer,4,0,3,10,42,10,8,6,5,2
dog,3,1,3,16,6,44,3,8,2,0
frog,2,0,4,19,9,7,66,3,2,0
horse,0,1,3,11,7,9,0,66,2,3
ship,14,7,0,2,0,0,3,0,77,3
truck,6,19,1,4,1,1,1,1,8,67
