,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,63,2,5,1,3,4,1,0,18,6
car,5,75,0,0,0,0,0,1,2,6
bird,7,0,47,10,12,7,7,6,3,1
cat,3,1,12,33,8,32,8,4,0,2
deer,7,1,5,2,55,10,4,5,1,0
dog,0,1,7,13,3,53,2,6,0,1
frog,0,1,5,7,7,8,81,0,1,2
horse,4,0,0,2,9,10,1,75,0,1
ship,14,4,1,1,1,1,1,1,77,5
truck,3,16,2,1,0,1,2,0,4,80
