,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,70,9,5,4,3,0,3,1,8,0
car,4,74,2,0,0,3,0,1,2,3
bird,10,2,53,7,10,5,6,3,2,2
cat,2,0,9,54,7,12,7,6,5,1
deer,6,1,11,15,38,2,6,8,2,1
dog,1,0,11,31,5,32,1,4,1,0
frog,1,2,12,14,9,6,67,1,0,0
horse,1,2,5,9,6,10,1,67,1,0
ship,16,10,3,1,0,2,1,1,68,4
truck,5,12,8,2,0,3,2,1,9,67
