,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,51,11,4,3,4,2,2,1,21,4
car,2,80,0,0,0,0,1,0,1,5
bird,7,4,46,5,9,11,10,5,2,1
cat,3,2,8,35,7,12,19,10,3,4
deer,3,2,7,8,53,3,5,6,1,2
dog,0,1,6,16,7,39,7,9,0,1
frog,2,2,1,3,7,4,90,0,2,1
horse,1,1,5,8,10,4,2,70,0,1
ship,9,9,1,2,0,0,0,0,79,6
truck,2,17,0,1,1,0,1,1,7,79
