,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,67,3,8,4,3,2,4,0,9,3
car,6,64,2,0,2,1,1,0,3,10
bird,11,0,61,3,9,5,5,3,1,2
cat,3,1,21,32,10,10,13,5,3,5
deer,5,1,17,3,45,3,8,6,1,1
dog,0,0,6,25,8,35,5,6,0,1
frog,2,0,8,4,4,1,92,0,0,1
horse,5,1,6,5,8,2,0,70,2,3
ship,17,1,2,2,0,1,2,0,77,4
truck,8,7,2,1,0,2,1,3,7,78
