,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,72,4,4,4,2,2,3,1,5,6
car,1,71,0,2,0,1,1,1,3,9
bird,6,0,47,6,12,17,7,3,2,0
cat,3,4,6,43,13,17,6,9,1,1
deer,3,0,11,8,43,7,4,11,2,1
dog,1,2,4,14,7,48,1,8,0,1
frog,1,0,6,11,4,5,83,1,1,0
horse,1,0,1,4,6,5,2,80,2,1
ship,20,7,4,4,2,0,0,0,65,4
truck,3,13,1,4,1,3,2,2,4,76
