,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,66,2,1,3,3,1,5,1,15,6
car,5,62,0,0,0,2,2,0,4,14
bird,10,0,44,12,9,8,10,5,2,0
cat,3,2,5,44,8,18,12,7,1,3
deer,5,0,13,6,32,6,10,12,4,2
dog,0,1,5,18,6,43,2,7,1,3
frog,0,3,4,5,2,2,92,0,2,2
horse,2,1,1,9,4,5,3,72,1,4
ship,16,4,0,1,1,3,1,1,77,2
truck,9,10,2,0,0,3,1,4,7,73
