,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,68,4,3,1,2,6,5,0,10,4
car,5,61,2,0,1,1,1,1,8,9
bird,12,0,48,2,11,12,9,4,1,1
cat,4,1,12,28,2,29,16,6,0,5
deer,4,0,13,1,37,10,9,14,1,1
dog,1,0,2,7,4,63,4,4,0,1
frog,1,1,2,3,2,5,92,2,1,3
horse,2,0,4,2,5,16,4,67,0,2
ship,12,4,1,4,1,0,2,0,81,1
truck,4,7,2,1,1,3,3,3,5,80
