,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,22,0,0,8,0,0,21,0,52,0
car,1,0,0,21,0,0,47,0,20,0
bird,12,0,1,10,0,0,59,0,18,0
cat,1,0,0,24,0,0,67,0,11,0
deer,3,0,1,10,0,0,66,0,10,0
dog,3,0,0,17,0,0,56,0,10,0
frog,0,0,0,10,0,0,100,0,2,0
horse,2,0,1,17,0,0,68,0,14,0
ship,14,0,0,20,0,0,11,0,61,0
truck,1,0,0,18,0,0,44,0,46,0
