,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,67,2,3,3,4,3,2,0,13,6
car,1,64,0,3,1,0,2,1,8,9
bird,10,1,44,10,12,11,7,4,1,0
cat,6,2,6,53,5,11,12,4,2,2
deer,6,0,6,13,49,2,5,5,1,3
dog,0,2,6,24,4,36,4,9,0,1
frog,0,2,5,13,6,4,79,2,1,0
horse,1,1,5,9,5,13,3,63,1,1
ship,12,4,0,5,0,0,1,0,81,3
truck,4,18,4,5,2,1,1,3,7,64
