,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,60,4,4,0,5,3,0,5,16,6
car,5,68,1,1,1,1,0,1,4,7
bird,4,3,46,5,18,10,7,3,2,2
cat,2,3,7,49,12,11,7,5,6,1
deer,3,1,6,8,49,1,6,9,4,3
dog,2,0,4,23,9,36,3,5,0,4
frog,0,2,3,5,6,3,88,2,1,2
horse,3,2,3,10,2,7,1,73,0,1
ship,17,5,0,2,0,0,0,1,75,6
truck,5,16,1,3,0,1,3,1,9,70
