,loss,accuracy,val_loss,val_accuracy
0,1.7349639068136409,0.37761223316192627,1.483631498336792,0.4410000145435333
1,1.400060946367225,0.5007143020629883,1.347339719772339,0.5149999856948853
2,1.2821803767924407,0.5456938743591309,1.2234644184112549,0.5630000233650208
3,1.2027523206983295,0.5746734738349915,1.22827978515625,0.5479999780654907
4,1.1372866760954565,0.5984693765640259,1.2436504859924316,0.5600000023841858
5,1.0763565498955396,0.621122419834137,1.0501028509140016,0.6259999871253967
6,1.020993612873311,0.6415101885795593,1.0883370304107667,0.6110000014305115
7,0.9727157640603123,0.6607550978660583,1.0772790069580078,0.6119999885559082
8,0.9275091599055699,0.6742857098579407,1.0400025520324707,0.6420000195503235
9,0.8812960470744542,0.6890408396720886,1.073995888710022,0.6240000128746033
10,0.8396830015961004,0.7052040696144104,1.0862441024780274,0.6320000290870667
11,0.8011652634484427,0.7194081544876099,1.0318726139068604,0.6629999876022339
12,0.7679700124701675,0.7289999723434448,1.0437093391418457,0.6589999794960022
13,0.7288955571493324,0.7433061003684998,1.062879301071167,0.6480000019073486
14,0.6967573282670002,0.7545306086540222,1.0948698663711547,0.6499999761581421
15,0.6671316564058771,0.7633877396583557,1.0744473266601562,0.6570000052452087
16,0.6377317337576224,0.7739999890327454,1.0824235315322877,0.6690000295639038
17,0.6066127317146379,0.7845918536186218,1.1361675577163697,0.6340000033378601
18,0.5792025061870107,0.7955714464187622,1.2068038730621338,0.6520000100135803
19,0.5561427216724474,0.8032857179641724,1.1506934156417847,0.6570000052452087
20,0.5317257534338503,0.8096938729286194,1.2633590145111084,0.6439999938011169
21,0.5069699152537754,0.8188775777816772,1.2741402034759521,0.6389999985694885
22,0.4901134793904363,0.8240816593170166,1.2864945554733276,0.6349999904632568
23,0.4681321738642089,0.8330612182617188,1.380192925453186,0.625
24,0.44443672077753105,0.8423877358436584,1.4081755256652833,0.6380000114440918
25,0.4308979601038962,0.8454489707946777,1.4166875,0.628000020980835
26,0.41144246237010373,0.8527346849441528,1.5459175987243652,0.621999979019165
27,0.398719068352057,0.8580408096313477,1.5723170948028564,0.6190000176429749
28,0.3877904446660256,0.8599388003349304,1.5618106632232667,0.6380000114440918
29,0.3645602000611169,0.8677346706390381,1.6269632720947265,0.6240000128746033
30,0.35677237765156494,0.8723061084747314,1.6807282638549805,0.6399999856948853
31,0.3470915110476163,0.8735714554786682,1.6601912059783936,0.6330000162124634
